timestamp,mid_price,book-imbalance-0.1-10-1,book-delta-v1-0.1-10-1
2024-05-01 00:00:45.962007,88107997.91728075,-13204.250532194972,0.0
2024-05-01 00:00:46.962008,88107994.6052346,-11437.707930237055,-1.0
2024-05-01 00:00:47.962008,88107995.84480932,-11444.35929311812,1.0
2024-05-01 00:00:48.962009,88107993.56964836,-11563.872226566076,-1.0
2024-05-01 00:00:49.962010,88107993.43936443,-11569.230808138847,-1.0
2024-05-01 00:00:50.962012,88094991.6780316,-10609.04262432456,-1.0
2024-05-01 00:00:51.962012,88094976.79090822,-8614.146059453487,0.0
2024-05-01 00:00:52.962014,88094976.79090822,-8577.869399413466,1.0
2024-05-01 00:00:53.962015,88094977.58518338,-10371.243669763207,0.0
2024-05-01 00:00:54.962015,88094991.6780316,-11723.10376238823,1.0
2024-05-01 00:00:55.962015,88094986.49363273,-14295.73379047215,-2.0
2024-05-01 00:00:56.962015,88094984.221247,-12312.795607089996,0.0
2024-05-01 00:00:57.962015,88094986.82483473,-16605.593998357654,2.0
2024-05-01 00:00:58.962017,88094969.81337245,-14265.037755042315,-2.0
2024-05-01 00:00:59.962017,88093987.55678836,-15978.158482894301,2.0
2024-05-01 00:01:00.962018,88094969.81337245,-18993.269500285387,-1.0
2024-05-01 00:01:01.962018,88093971.4904073,-20145.69975374639,-2.0
2024-05-01 00:01:02.962018,88093948.01191922,-20999.818352609873,1.0
2024-05-01 00:01:03.962019,88093948.01191922,-20869.138005048037,-2.0
2024-05-01 00:01:04.962020,88093936.27267516,-22512.576092466712,-1.0
2024-05-01 00:01:05.962021,88093936.27267516,-22512.576092466712,0.0
2024-05-01 00:01:06.962023,88070989.62493472,918.6471042335033,2.0
2024-05-01 00:01:07.962024,88070989.62493472,3481.6216334849596,2.0
2024-05-01 00:01:08.962025,88094969.56647518,-22714.6683883965,1.8660659830736148
2024-05-01 00:01:09.962026,88094999.30832897,-20218.347483962774,-2.0
2024-05-01 00:01:10.962027,88094968.87480415,-27732.930484309793,-2.866065983073615
2024-05-01 00:01:11.962028,88046999.94697636,21531.86904503405,-0.8660659830736148
2024-05-01 00:01:12.962030,88094965.94612382,-18572.323030933738,1.0
2024-05-01 00:01:13.962030,88094982.48851186,-17376.015518978238,1.0
2024-05-01 00:01:14.962030,88094984.03957118,-17859.215060666203,-1.0
2024-05-01 00:01:15.962030,88094984.03957118,-19093.20922371745,1.0
2024-05-01 00:01:16.962031,88094984.38653703,-17371.95201011002,0.0
2024-05-01 00:01:17.962032,88094958.69912203,-26330.714498132467,-0.8660659830736148
2024-05-01 00:01:18.962032,88094969.02434152,-22364.109849452972,1.0
2024-05-01 00:01:19.962032,88094969.02434152,-25244.58406202495,-1.0
2024-05-01 00:01:20.962032,88094969.71268949,-21013.834021881223,0.0
2024-05-01 00:01:21.962033,88094969.71268949,-17664.93954268098,2.0
2024-05-01 00:01:22.962033,88094969.71268949,-17664.93954268098,0.0
2024-05-01 00:01:23.962033,88094969.71268949,-20117.029942691326,0.0
2024-05-01 00:01:24.962034,88094981.79188913,-17188.404756203294,0.0
2024-05-01 00:01:25.962036,88094981.79188913,-17188.404756203294,0.0
2024-05-01 00:01:26.962036,88094981.79935259,-17150.646170929074,2.0
2024-05-01 00:01:27.962036,88093982.30727093,-17963.08751001954,2.0
2024-05-01 00:01:28.962037,88093988.42412028,-20546.466416701674,0.0
2024-05-01 00:01:29.962039,88093987.41498786,-19150.617172330618,-1.0
2024-05-01 00:01:30.962040,88094987.12231316,-18395.35246540606,0.0
2024-05-01 00:01:31.962040,88094988.53703764,-20907.01820577681,1.0
2024-05-01 00:01:32.962041,88093983.55653204,-16833.23326690495,2.0
2024-05-01 00:01:33.962041,88093995.00205117,-16289.392006352544,2.0
2024-05-01 00:01:34.962042,88093995.00205117,-18024.621854126453,1.0
2024-05-01 00:01:35.962042,88093995.0028242,-16343.262765660882,2.0
2024-05-01 00:01:36.962042,88094999.88101962,-16303.385389193892,-1.0
2024-05-01 00:01:37.962043,88094999.88214058,-12348.909686982632,2.0
2024-05-01 00:01:38.962043,88094999.88214058,-12532.555739074945,-1.0
2024-05-01 00:01:39.962043,88094999.88214058,-14631.849654689431,-2.0
2024-05-01 00:01:40.962043,88094999.88214058,-16679.237197741866,-2.0
2024-05-01 00:01:41.962044,88094999.94441818,-17121.798678204417,0.0
2024-05-01 00:01:42.962045,88094999.94441818,-16918.776068523526,1.0
2024-05-01 00:01:43.962045,88094999.94441818,-15833.05611294508,-1.0
2024-05-01 00:01:44.962045,88106999.3330183,-17489.10575951636,2.866065983073615
2024-05-01 00:01:45.962046,88106999.3330183,-16996.678815215826,-2.0
2024-05-01 00:01:46.962046,88094999.88214058,-10696.720850840211,-0.8660659830736148
2024-05-01 00:01:47.962046,88094999.88214058,-11556.61635529995,-1.0
2024-05-01 00:01:48.962048,88106998.58568694,-19760.815473914146,-1.0
2024-05-01 00:01:49.962049,88106998.75237015,-19733.982449248433,1.0
2024-05-01 00:01:50.962049,88106998.75495975,-19733.53515690565,1.0
2024-05-01 00:01:51.962049,88106994.29356557,-26621.362229689956,1.0
2024-05-01 00:01:52.962049,88106996.90706442,-29569.047461614013,-1.0
2024-05-01 00:01:53.962050,88105997.16480905,-28300.703141734004,0.0
2024-05-01 00:01:54.962050,88105997.16480905,-25038.475304290652,-1.0
2024-05-01 00:01:55.962051,88105997.16480905,-25038.475304290652,0.0
2024-05-01 00:01:56.962052,88105986.33953452,-31062.822850614786,-1.8660659830736148
2024-05-01 00:01:57.962053,88105986.59727916,-28560.18522349,1.0
2024-05-01 00:01:58.962055,88093989.69021474,-20914.55918368697,0.0
2024-05-01 00:01:59.962055,88105986.59727916,-28385.59195652604,0.8660659830736148
2024-05-01 00:02:00.962055,88105986.59727916,-28215.80959005654,2.0
2024-05-01 00:02:01.962057,88105986.59727916,-28215.80959005654,0.0
2024-05-01 00:02:02.962057,88105997.16480905,-24331.42030750215,0.0
2024-05-01 00:02:03.962058,88104997.42255367,-26405.253612026572,-2.0
2024-05-01 00:02:04.962059,88104997.42255367,-26641.92862468958,1.0
2024-05-01 00:02:05.962061,88102997.93804295,-25678.912838324904,0.0
2024-05-01 00:02:06.962062,88094989.69021474,-22258.983552619815,-1.0
2024-05-01 00:02:07.962064,88094988.87653929,-21496.196727886796,-2.0
2024-05-01 00:02:08.962064,88093989.1546258,-22202.971105471253,0.0
2024-05-01 00:02:09.962064,88093991.50623882,-23758.257896840572,2.0
2024-05-01 00:02:10.962065,88093991.50623882,-21733.662727043033,0.0
2024-05-01 00:02:11.962066,88093991.50623882,-21119.100810080767,2.0
2024-05-01 00:02:12.962066,88054999.78221126,12109.987818434834,-2.866065983073615
2024-05-01 00:02:13.962066,88054999.78221126,11904.998002305627,0.0
2024-05-01 00:02:14.962067,88092991.72402756,-18810.905508995056,2.866065983073615
2024-05-01 00:02:15.962068,88092991.72402756,-18808.267873689532,1.0
2024-05-01 00:02:16.962070,88092990.89958182,-21291.875006377697,-0.8660659830736148
2024-05-01 00:02:17.962070,88093999.76635993,-19202.432723402977,0.8660659830736148
2024-05-01 00:02:18.962070,88093999.76635993,-19202.432723402977,0.0
2024-05-01 00:02:19.962071,88093999.76635993,-19247.681648939848,-1.0
2024-05-01 00:02:20.962071,88094999.8070725,-16775.745581164956,2.866065983073615
2024-05-01 00:02:21.962072,88094999.8070725,-15238.45161101222,-1.0
2024-05-01 00:02:22.962072,88094999.8070725,-15283.165543243289,-1.0
2024-05-01 00:02:23.962074,88092996.40377495,-15378.831823900342,-2.866065983073615
2024-05-01 00:02:24.962076,88092996.40377495,-15378.831823900342,0.0
2024-05-01 00:02:25.962078,88092996.40377495,-15321.166015014052,1.0
2024-05-01 00:02:26.962078,88092996.40377495,-13635.935701832175,0.0
2024-05-01 00:02:27.962079,88092996.40377495,-13635.935701832175,0.0
2024-05-01 00:02:28.962079,88092996.40377495,-14679.248109519482,2.0
2024-05-01 00:02:29.962080,88092996.40377495,-14267.035049378872,0.0
2024-05-01 00:02:30.962081,88092996.40377495,-14370.395596370101,0.0
2024-05-01 00:02:31.962081,88092996.40377495,-14406.274335980415,0.0
2024-05-01 00:02:32.962083,88092996.40377495,-15378.750979825854,2.0
2024-05-01 00:02:33.962085,88093999.90536249,-14077.02516129613,1.0
2024-05-01 00:02:34.962086,88093999.90536249,-13168.614945426583,-1.0
2024-05-01 00:02:35.962087,88093999.77679244,-13524.940009772778,-1.0
2024-05-01 00:02:36.962088,88093999.77679244,-13216.921533450484,2.0
2024-05-01 00:02:37.962088,88093999.77679244,-12510.290395393968,2.0
2024-05-01 00:02:38.962090,88092989.1767378,-17220.039629653096,-1.0
2024-05-01 00:02:39.962090,88092989.1767378,-18277.65516640246,0.0
2024-05-01 00:02:40.962091,88092989.1767378,-18275.77995876968,1.0
2024-05-01 00:02:41.962091,88092963.51808695,-26297.448560908437,-2.866065983073615
2024-05-01 00:02:42.962091,88092979.39477807,-23659.303202301264,2.0
2024-05-01 00:02:43.962091,88092979.39477807,-23873.293753668666,2.0
2024-05-01 00:02:44.962091,88092979.39477807,-22905.831224769354,-1.0
2024-05-01 00:02:45.962091,88092979.39477807,-22813.348666608334,1.0
2024-05-01 00:02:46.962092,88092979.39477807,-22587.546376913786,-1.0
2024-05-01 00:02:47.962094,88092966.99255486,-23624.86403980851,-1.0
2024-05-01 00:02:48.962096,88092966.99255486,-23624.86403980851,0.0
2024-05-01 00:02:49.962097,88092973.93882366,-21692.65079961717,2.0
2024-05-01 00:02:50.962098,88092972.38260315,-17922.811621546745,0.0
2024-05-01 00:02:51.962099,88092973.93882366,-18880.556932017207,-1.0
2024-05-01 00:02:52.962099,88092979.39548068,-17900.458185091615,1.0
2024-05-01 00:02:53.962100,88094978.3110323,-15123.918812856078,2.866065983073615
2024-05-01 00:02:54.962102,88094978.3110323,-14850.015836030245,2.0
2024-05-01 00:02:55.962103,88094978.3110323,-15033.20553292334,-1.0
2024-05-01 00:02:56.962103,88094998.91555162,-9106.823555231094,2.0
2024-05-01 00:02:57.962103,88094998.91555162,-9169.33122164011,0.0
2024-05-01 00:02:58.962104,88094998.91555162,-10189.11640253663,-1.0
2024-05-01 00:02:59.962104,88093999.4577758,-10928.317712396383,-1.0
2024-05-01 00:03:00.962105,88093999.4577758,-12784.898156926036,2.0
2024-05-01 00:03:01.962107,88093999.4577758,-12784.898156926036,0.0
2024-05-01 00:03:02.962107,88094999.4577758,-10469.830371409655,-1.0
2024-05-01 00:03:03.962107,88121995.85140446,-14704.808536052704,2.866065983073615
2024-05-01 00:03:04.962109,88133995.92400691,-16949.726093694568,2.866065983073615
2024-05-01 00:03:05.962110,88133995.92400691,-16949.726093694568,0.0
2024-05-01 00:03:06.962111,88133995.92400691,-16948.924424931407,1.0
2024-05-01 00:03:07.962111,88133995.92400691,-16948.924424931407,0.0
2024-05-01 00:03:08.962113,88144976.20928098,-21924.823060691357,1.0
2024-05-01 00:03:09.962114,88144976.20928098,-21938.295865431428,-1.0
2024-05-01 00:03:10.962114,88154977.33285871,-13381.943533405662,-1.0
2024-05-01 00:03:11.962115,88173983.3956645,-26475.54416528344,2.866065983073615
2024-05-01 00:03:12.962115,88173994.29732653,-23988.438399732113,2.0
2024-05-01 00:03:13.962116,88173994.29732653,-24465.96048875153,-1.0
2024-05-01 00:03:14.962118,88173994.04385206,-28864.818292364478,1.0
2024-05-01 00:03:15.962120,88172998.29824345,-26954.89408773184,0.0
2024-05-01 00:03:16.962122,88172998.4891339,-24428.539546638727,0.0
2024-05-01 00:03:17.962122,88172998.4891339,-21657.83490227163,1.0
2024-05-01 00:03:18.962123,88172998.4891339,-22164.078333944082,-1.0
2024-05-01 00:03:19.962125,88172998.4891339,-22164.078333944082,0.0
2024-05-01 00:03:20.962126,88172998.5730709,-17907.336977377534,-1.0
2024-05-01 00:03:21.962127,88172997.2300788,-22400.62769846618,1.0
2024-05-01 00:03:22.962127,88172998.4891339,-17042.826971799135,0.0
2024-05-01 00:03:23.962128,88187998.70938572,-17439.08758236468,-1.0
2024-05-01 00:03:24.962129,88187998.70938572,-14887.310919970274,2.0
2024-05-01 00:03:25.962129,88187998.70938572,-14502.98854880035,1.0
2024-05-01 00:03:26.962129,88187998.70938572,-13262.07500103116,-2.0
2024-05-01 00:03:27.962131,88187997.00059988,-9722.168682292104,-2.0
2024-05-01 00:03:28.962132,88193998.80023995,-13373.321221232414,-1.0
2024-05-01 00:03:29.962132,88193998.26302613,-12189.693128973246,0.0
2024-05-01 00:03:30.962133,88204996.00628038,-11645.70861054957,-1.0
2024-05-01 00:03:31.962134,88204989.22640179,-6606.743990808725,-2.0
2024-05-01 00:03:32.962134,88204989.22640179,-7511.308038368821,1.0
2024-05-01 00:03:33.962135,88204989.22640179,-6267.750536501408,0.0
2024-05-01 00:03:34.962135,88204989.22640179,-5914.238350987434,1.0
2024-05-01 00:03:35.962135,88204989.22640179,-5660.509287267923,2.0
2024-05-01 00:03:36.962136,88204989.22640179,-8034.6023603230715,-2.0
2024-05-01 00:03:37.962137,88204989.86014286,-4674.912351816893,-2.0
2024-05-01 00:03:38.962139,88204989.86014286,-3820.789911672473,2.0
2024-05-01 00:03:39.962140,88204989.86014286,-7273.584302157164,-2.0
2024-05-01 00:03:40.962140,88204989.86014286,-7273.584302157164,0.0
2024-05-01 00:03:41.962142,88204989.86014286,-7273.584302157164,0.0
2024-05-01 00:03:42.962143,88204989.86014286,-6511.864765226841,2.0
2024-05-01 00:03:43.962144,88204989.86014286,-6511.864765226841,0.0
2024-05-01 00:03:44.962144,88203990.49388394,-8316.992801129818,-1.0
2024-05-01 00:03:45.962146,88203993.6625893,-5758.23731482029,-1.0
2024-05-01 00:03:46.962147,88203993.6625893,-8441.478573039174,2.0
2024-05-01 00:03:47.962148,88202994.29633036,-10279.941421985626,-2.0
2024-05-01 00:03:48.962149,88202994.29633036,-8971.500677525997,0.0
2024-05-01 00:03:49.962149,88193996.83129464,-6752.104216873646,1.0
2024-05-01 00:03:50.962149,88204989.0224619,-4202.4293930232525,0.8660659830736148
2024-05-01 00:03:51.962150,88204989.0224619,-8422.922604560852,2.0
2024-05-01 00:03:52.962151,88204989.0224619,-8504.342424601316,-1.0
2024-05-01 00:03:53.962152,88204992.45294257,-2717.018312200904,0.0
2024-05-01 00:03:54.962152,88204992.45294257,-2717.018312200904,0.0
2024-05-01 00:03:55.962153,88204992.45294257,-2716.4144557267427,1.0
2024-05-01 00:03:56.962153,88204992.45294257,-2716.4144557267427,0.0
2024-05-01 00:03:57.962154,88204992.45294257,-4744.4988250136375,0.0
2024-05-01 00:03:58.962154,88204992.45294257,-6467.529418349266,-1.0
2024-05-01 00:03:59.962155,88204992.45294257,-7567.142438426614,-2.0
2024-05-01 00:04:00.962155,88204992.45294257,-8376.034976407886,-1.0
2024-05-01 00:04:01.962156,88204992.45294257,-8376.034976407886,0.0
2024-05-01 00:04:02.962157,88204992.45294257,-6482.702460601926,1.0
2024-05-01 00:04:03.962157,88204992.45294257,-6482.702460601926,0.0
2024-05-01 00:04:04.962159,88204972.53554626,-11447.228790000081,0.0
2024-05-01 00:04:05.962159,88204972.53554626,-11623.736607015133,-1.0
2024-05-01 00:04:06.962159,88204987.51615739,-7747.313290342689,-1.0
2024-05-01 00:04:07.962159,88196992.50969443,-4206.806943848729,-1.0
2024-05-01 00:04:08.962159,88196992.50969443,-5095.1032525599,0.0
2024-05-01 00:04:09.962159,88196992.50969443,-3877.7347209900618,-2.0
2024-05-01 00:04:10.962161,88196992.50969443,-6439.750227987766,-1.0
2024-05-01 00:04:11.962163,88196980.02585182,-17335.927461653948,1.0
2024-05-01 00:04:12.962164,88186932.58724992,-27616.35900132358,-2.866065983073615
2024-05-01 00:04:13.962164,88156992.84512867,-15341.655374199152,-1.0
2024-05-01 00:04:14.962165,88172986.11113212,-29037.394878044724,0.8660659830736148
2024-05-01 00:04:15.962166,88181982.32325906,-37725.374156832695,1.0
2024-05-01 00:04:16.962167,88180982.74413384,-35254.17478740215,-2.0
2024-05-01 00:04:17.962167,88180982.74413384,-36413.24765557051,-1.0
2024-05-01 00:04:18.962168,88180982.74413384,-38152.019576236606,0.0
2024-05-01 00:04:19.962168,88178983.58588341,-32921.031712815166,2.0
2024-05-01 00:04:20.962168,88178983.58588341,-36575.70648615062,2.0
2024-05-01 00:04:21.962168,88178983.58588341,-32959.48759302497,-1.0
2024-05-01 00:04:22.962170,88178990.74075474,-31365.12346623838,2.0
2024-05-01 00:04:23.962171,88178990.74075474,-31545.47181893885,0.0
2024-05-01 00:04:24.962172,88178990.74075474,-28180.33311918378,0.0
2024-05-01 00:04:25.962173,88178990.74075474,-24191.819237172604,0.0
2024-05-01 00:04:26.962175,88178990.74075474,-28485.407881379128,0.0
2024-05-01 00:04:27.962176,88178990.74075474,-28320.17483906448,2.0
2024-05-01 00:04:28.962178,88178990.74075474,-28320.17483906448,0.0
2024-05-01 00:04:29.962178,88156994.9495026,-9153.041199415922,-0.8660659830736148
2024-05-01 00:04:30.962180,88156994.9495026,-9153.041199415922,0.0
2024-05-01 00:04:31.962180,88196944.54816957,-34554.0696733892,0.8660659830736148
2024-05-01 00:04:32.962182,88196944.54816957,-28205.58342909813,2.0
2024-05-01 00:04:33.962183,88196944.54816957,-28157.939564600587,-1.0
2024-05-01 00:04:34.962184,88196944.54816957,-26691.112104788423,0.0
2024-05-01 00:04:35.962186,88196947.10384896,-26559.924492955208,0.0
2024-05-01 00:04:36.962188,88173950.04252401,-8598.674087196589,1.0
2024-05-01 00:04:37.962188,88173968.84157734,-12001.386527717113,0.0
2024-05-01 00:04:38.962189,88173968.84157734,-12000.782351195812,1.0
2024-05-01 00:04:39.962189,88173988.4406473,-11680.988076537848,2.0
2024-05-01 00:04:40.962190,88170990.48053306,-9422.606676921248,0.0
2024-05-01 00:04:41.962191,88170990.48053306,-9422.606676921248,0.0
2024-05-01 00:04:42.962192,88170985.29199326,-12180.868297606707,-2.0
2024-05-01 00:04:43.962193,88173988.86884275,-17678.013016283512,2.866065983073615
2024-05-01 00:04:44.962193,88173988.86884275,-13314.317002028227,-2.0
2024-05-01 00:04:45.962193,88173988.89010698,-11127.190010249615,2.0
2024-05-01 00:04:46.962193,88173988.89010698,-11066.756697773933,-1.0
2024-05-01 00:04:47.962194,88173988.92631386,-12300.611879453063,2.0
2024-05-01 00:04:48.962195,88173988.96227856,-11209.848422780633,0.0
2024-05-01 00:04:49.962197,88173988.96227856,-12132.66065338254,1.0
2024-05-01 00:04:50.962199,88173988.7563242,-9211.478018164635,0.0
2024-05-01 00:04:51.962199,88172996.78888313,-8983.11481691897,0.0
2024-05-01 00:04:52.962199,88192987.43353881,-21687.98085336387,2.866065983073615
2024-05-01 00:04:53.962200,88192987.43353881,-20585.752851456404,0.0
2024-05-01 00:04:54.962202,88199972.36537603,-19333.104539602995,2.866065983073615
2024-05-01 00:04:55.962203,88192979.80546708,-14642.7581371665,0.0
2024-05-01 00:04:56.962204,88192979.80546708,-16393.16780126095,2.0
2024-05-01 00:04:57.962205,88192979.80546708,-19595.81382252276,-2.0
2024-05-01 00:04:58.962206,88192979.80546708,-16124.401990696788,1.0
2024-05-01 00:04:59.962207,88192985.33361039,-17861.806270450354,-2.0
2024-05-01 00:05:00.962207,88192985.33361039,-17861.806270450354,0.0
2024-05-01 00:05:01.962207,88192985.33361039,-17860.313073143363,2.0
2024-05-01 00:05:02.962208,88192985.33361039,-17872.117633759975,2.0
2024-05-01 00:05:03.962209,88192985.33361039,-18921.635395899415,0.0
2024-05-01 00:05:04.962210,88192985.33361039,-16466.91678223014,2.0
2024-05-01 00:05:05.962211,88192985.74328011,-16283.89389321208,0.0
2024-05-01 00:05:06.962211,88192985.74328011,-16283.89389321208,0.0
2024-05-01 00:05:07.962211,88192985.74328011,-16435.479182735085,1.0
2024-05-01 00:05:08.962211,88192985.74328011,-15743.386267006397,0.0
2024-05-01 00:05:09.962211,88192986.19234443,-14816.367479935288,0.0
2024-05-01 00:05:10.962211,88198994.10054034,-13450.531111389399,2.866065983073615
2024-05-01 00:05:11.962211,88198994.10054034,-13429.373184263706,1.0
2024-05-01 00:05:12.962211,88198994.10054034,-13840.79540912807,0.0
2024-05-01 00:05:13.962212,88198994.10054034,-13952.428143560886,-1.0
2024-05-01 00:05:14.962212,88198994.10054034,-14610.328075900674,-1.0
2024-05-01 00:05:15.962213,88198993.52844295,-15538.778995141387,-2.0
2024-05-01 00:05:16.962213,88198993.52844295,-15538.427711516619,1.0
2024-05-01 00:05:17.962214,88199993.59964354,-11454.493195191026,1.0
2024-05-01 00:05:18.962215,88199993.59964354,-11451.062808036804,1.0
2024-05-01 00:05:19.962216,88198994.66229707,-12160.732850432396,0.0
2024-05-01 00:05:20.962216,88197995.72983766,-12789.929118558764,1.0
2024-05-01 00:05:21.962217,88197995.72983766,-11461.094901815057,2.0
2024-05-01 00:05:22.962217,88199993.59475647,-10353.090023353696,1.0
2024-05-01 00:05:23.962218,88199993.59475647,-10379.432218313217,2.0
2024-05-01 00:05:24.962219,88199993.59475647,-10379.432218313217,0.0
2024-05-01 00:05:25.962219,88199993.59475647,-10343.153321191669,0.0
2024-05-01 00:05:26.962219,88199993.59475647,-10337.190688431263,1.0
2024-05-01 00:05:27.962219,88199998.24170677,-9196.140442207456,2.0
2024-05-01 00:05:28.962219,88199998.24170677,-6596.244732782245,-2.0
2024-05-01 00:05:29.962220,88199998.24170677,-6596.244732782245,0.0
2024-05-01 00:05:30.962220,88197998.82780452,-6531.557214930654,0.0
2024-05-01 00:05:31.962220,88197998.82780452,-7652.847700625658,2.0
2024-05-01 00:05:32.962221,88197998.82780452,-6745.490993738174,-2.0
2024-05-01 00:05:33.962221,88197998.82780452,-6745.490993738174,0.0
2024-05-01 00:05:34.962222,88197998.82780452,-5738.584770172834,0.0
2024-05-01 00:05:35.962223,88199998.24170677,-2956.99084469676,2.866065983073615
2024-05-01 00:05:36.962223,88199998.24170677,-2801.5932292491198,0.0
2024-05-01 00:05:37.962224,88199999.41390227,-309.1136423647404,-2.0
2024-05-01 00:05:38.962224,88199998.24170677,-2791.115455418825,0.0
2024-05-01 00:05:39.962225,88199999.41390227,-674.3534260690212,-2.0
2024-05-01 00:05:40.962225,88199999.41390227,-1721.2214767336845,1.0
2024-05-01 00:05:41.962226,88199999.41390227,-563.2553966343403,0.0
2024-05-01 00:05:42.962226,88197998.82780452,-3697.5369844287634,-2.866065983073615
2024-05-01 00:05:43.962228,88197998.82780452,-4046.4881266355515,1.0
2024-05-01 00:05:44.962228,88199998.24170677,-5050.5253928899765,-1.0
2024-05-01 00:05:45.962228,88199985.8630182,-5283.268961966038,2.0
2024-05-01 00:05:46.962228,88199962.68489191,-10334.119953483343,0.0
2024-05-01 00:05:47.962229,88199987.56163064,-5054.12070325017,0.0
2024-05-01 00:05:48.962230,88199987.56163064,-5062.334130957723,0.0
2024-05-01 00:05:49.962231,88199987.56163064,-2497.116581261158,2.0
2024-05-01 00:05:50.962231,88199987.56163064,-2562.3365361243486,0.0
2024-05-01 00:05:51.962232,88199987.56163064,-2699.053981229663,-1.0
2024-05-01 00:05:52.962232,88199987.56163064,-2632.71487608552,2.0
2024-05-01 00:05:53.962232,88199987.56163064,-3289.899264842272,-2.0
2024-05-01 00:05:54.962233,88199987.56163064,-2908.312365964055,2.0
2024-05-01 00:05:55.962233,88199987.56163064,-2852.0933965444565,1.0
2024-05-01 00:05:56.962233,88199987.56163064,-2852.0012198090553,1.0
2024-05-01 00:05:57.962234,88199987.56163064,-2813.6371465474367,2.0
2024-05-01 00:05:58.962236,88199982.72831522,-3397.2392346709967,0.0
2024-05-01 00:05:59.962237,88199956.82078806,-5974.592604160309,-0.8660659830736148
2024-05-01 00:06:00.962238,88197999.16013469,-4958.210232049227,2.0
2024-05-01 00:06:01.962240,88199956.82078806,-5656.604623377323,-1.0
2024-05-01 00:06:02.962242,88197974.09247284,-5364.129966974258,2.0
2024-05-01 00:06:03.962242,88197974.09247284,-5410.80110040307,-1.0
2024-05-01 00:06:04.962243,88197974.09247284,-5410.80110040307,0.0
2024-05-01 00:06:05.962244,88197974.09247284,-4438.692575529218,2.0
2024-05-01 00:06:06.962244,88197974.09247284,-4501.110110759735,-1.0
